Make,Model,Total.Injuries
Piper,PA-46/Jetprop,0.0
Piper,PA-46P-350,3.0
Piper,PA-46T,0.0
Piper,PA-46T-350P,0.0
Piper,PA-60,16.0
Piper,PA-60-600,17.0
Piper,PA-60-601,0.0
Piper,PA-60-601A,0.0
Piper,PA-60-601P,36.0
Piper,PA-60-602P,24.0
Piper,PA-60-700P,2.0
Piper,PA-60/601P,0.0
Piper,PA-600,0.0
Piper,PA-601,0.0
Piper,PA-601B,1.0
Piper,PA-601P,14.0
Piper,PA-602P,0.0
Piper,PA-61-601P,1.0
Piper,PA-61P,0.0
Piper,PA-J3-C65,0.0
Piper,PA-J3C,1.0
Piper,PA-J3C-65,2.0
Piper,PA18,15.0
Piper,PA18-135,2.0
Piper,PA18-150,3.0
Piper,PA18-160,0.0
Piper,PA18-50,1.0
Piper,PA18-A,0.0
Piper,PA18A-150,1.0
Piper,PA18S,0.0
Piper,PA19,1.0
Piper,PA19/L-18C,1.0
Piper,PA22,15.0
Piper,PA22-135,1.0
Piper,PA22-150,14.0
Piper,PA22-160,2.0
Piper,PA22-20,0.0
Piper,PA22/20,0.0
Piper,PA23,11.0
Piper,PA23-150,2.0
Piper,PA23-160,0.0
Piper,PA23-250,5.0
Piper,PA24,18.0
Piper,PA24-180,7.0
Piper,PA24-250,7.0
Piper,PA24-260,4.0
Piper,PA25,2.0
Piper,PA25-235,3.0
Piper,PA25-235C,0.0
Piper,PA28,70.0
Piper,PA28-140,30.0
Piper,PA28-140D,2.0
Piper,PA28-140E,1.0
Piper,PA28-151,21.0
Piper,PA28-160B,1.0
Piper,PA28-161,13.0
Piper,PA28-18,0.0
Piper,PA28-180,6.0
Piper,PA28-180C,4.0
Piper,PA28-180F,1.0
Piper,PA28-181,9.0
Piper,PA28-200,2.0
Piper,PA28-201T,1.0
Piper,PA28-235,3.0
Piper,PA28-236,1.0
Piper,PA28-400,0.0
Piper,PA28-R-200,0.0
Piper,PA28A,0.0
Piper,PA28R,26.0
Piper,PA28R-180,10.0
Piper,PA28R-200,6.0
Piper,PA28R-201,0.0
Piper,PA28R-201T,4.0
Piper,PA28R200,1.0
Piper,PA28RT,3.0
Piper,PA28RT-201,0.0
Piper,PA28RT-201T,5.0
Piper,PA30,1.0
Piper,PA31,8.0
Piper,PA31-310,0.0
Piper,PA31-325,4.0
Piper,PA31-350,15.0
Piper,PA31P-350,2.0
Piper,PA31T,7.0
Piper,PA32,42.0
Piper,PA32-260,4.0
Piper,PA32-300,15.0
Piper,PA32-300D,1.0
Piper,PA32-301,0.0
Piper,PA32-301FT,0.0
Piper,PA32-301T,2.0
Piper,PA32-301XTC,0.0
Piper,PA32-R-301T,4.0
Piper,PA32R,23.0
Piper,PA32R-300,1.0
Piper,PA32R-301,1.0
Piper,PA32R-301T,0.0
Piper,PA32R-T301,0.0
Piper,PA32R300,2.0
Piper,PA32RT,8.0
Piper,PA32RT-300,4.0
Piper,PA32RT-300T,1.0
Piper,PA34,25.0
Piper,PA34-200,1.0
Piper,PA34-200T,7.0
Piper,PA36,1.0
Piper,PA36-300,1.0
Piper,PA36-400,1.0
Piper,PA38,0.0
Piper,PA38-112,4.0
Piper,PA42-1000,0.0
Piper,PA44,2.0
Piper,PA46,25.0
Piper,PA46-310P,0.0
Piper,PA46-350P,0.0
Piper,PA46-500TP,2.0
Piper,PA46R-350T,0.0
Piper,PA60,10.0
Piper,PA60-601P,0.0
Piper,PA60-602P,2.0
Piper,PA60-700P,0.0
Piper,PA601P,0.0
Piper,PA=31-350,9.0
Piper,PT 6A-28,3.0
Piper,PT-46,0.0
Piper,Pa-28,4.0
Piper,Saratoga II TC PA32-,0.0
Piper,Seneca,2.0
Piper,TG8-J3C-65,1.0
Piper Aerostar,602P,0.0
Piper Aerostar,PA-60-602P,2.0
Piper Aircraft,PA 28-140,2.0
Piper Aircraft,PA-32R-301,0.0
Piper Aircraft,PA-38-112,1.0
Piper Aircraft Corporation,PA-32-301,8.0
Piper Aircraft Corporation,PA-46-350P,2.0
Piper Aircraft Corporation,Piper J3C-65,1.0
"Piper Aircraft, Inc.",PA-28-161,2.0
"Piper Aircraft, Inc.",PA-28R-200,1.0
Piper Cub Crafters,PA-18-150,0.0
Piper Pawnee,PA25-260,1.0
Piper-aerostar,601P,0.0
Piper/Cub Crafters,PA-18-150,1.0
Piper/cub Crafters,PA-18,1.0
Piper/cub Crafters,PA-18-150,1.0
Piper/stevens,PA18A-150,2.0
Pipistrel,ALPHA TRAINER,0.0
Pipistrel,Alpha Trainer,2.0
Pipistrel,Apis-Bee,1.0
Pipistrel,PIPISTREL SINUS 912,0.0
Pipistrel,SINUS,0.0
Pipistrel,SINUS 912,0.0
Pipistrel,Sinus 912,1.0
Pipistrel,Taurus,1.0
Pipistrel,Virus 912,1.0
Pipistrel,Virus SW,1.0
Pipistrel Italia SRL,Sinus 912 LSA,1.0
Pippert,Zenith Air CH 701,0.0
Pippert,Zenith CH-701,0.0
Pitcairn,RAF 2000,0.0
Pitcher,W-8,1.0
Pitenpol Aircamper,1933,2.0
Pitrolo,GL-25,0.0
Pitts,11,1.0
Pitts,51,1.0
Pitts,A,0.0
Pitts,PITTS S2B,0.0
Pitts,S-1,5.0
Pitts,S-1 (BARTOE/SKYOTE),0.0
Pitts,S-15,2.0
Pitts,S-1A,1.0
Pitts,S-1C,3.0
Pitts,S-1D,0.0
Pitts,S-1E,2.0
Pitts,S-1S,8.0
Pitts,S-1T,2.0
Pitts,S-2,0.0
Pitts,S-2-B,0.0
Pitts,S-2A,9.0
Pitts,S-2B,20.0
Pitts,S-T1,0.0
Pitts,S1,2.0
Pitts,S1-C,0.0
Pitts,S1-S,3.0
Pitts,S1-SP,0.0
Pitts,S1-T,1.0
Pitts,S1A,1.0
Pitts,S1C,5.0
Pitts,S1S,1.0
Pitts,S1T,0.0
Pitts,S2,6.0
Pitts,S2A,2.0
Pitts,S2B,8.0
Pitts,S2S,0.0
Pitts,SA-1,1.0
Pitts,SC 1,1.0
Pitts,SPECIAL,1.0
Pitts,SPECIAL 51C,0.0
Pitts,SPECIAL S-1C,1.0
Pitts,SPECIAL S1-S,1.0
Pitts,SPECIAL S2A,0.0
Pitts Special,G-1,0.0
Pitts Special,S-1,3.0
Pitts Special,S-1C,3.0
Pitts Special,S-1S,0.0
Pitts Special,S1-D,0.0
Pitts Special,S2C,1.0
Pitts Special,SC-1,0.0
Pitts Special,SST,0.0
Pitts Spl.,S-1,1.0
Plante,Challenger II,1.0
Plavcan,Lancair 235,4.0
Playmate,SA-11A,1.0
Playmate,SA11A,1.0
Plocher,SHA-Glasair,0.0
Ploof Progressive Aerodyne's,Searey,2.0
Plummer,SUPERCAT,1.0
Poberezny,ACRO SPORT II,2.0
Poehls,BOBCAT,1.0
Pohl,Lancair IV-P,0.0
Pohlman/pohlman,ROTORWAY EXEC 90,1.0
Pokorney Smith,MINI DSA-1,0.0
Polaris,Polar Star,2.0
Polaris Motors,582 FIB,2.0
Polcyn,Long-EZE,1.0
Poling,KELEHER LARK KR1B,1.0
Polit,Kitfox Ser 5 Outback,1.0
Pollard & Huntley,Thorp T-18,3.0
Polliwagen,2 PLACE,1.0
Polliwagen Inc.,UNKNOWN,2.0
Polsgrove,Bluegrass Express,1.0
Polstra,Zodiac CH 601 HDS,0.0
Pond,MIDGET MUSTANG,1.0
Pool,Pool Jungster I,0.0
Poor Boys Toys Inc,EXEC 90,0.0
Popehn Arthur J.,COOT A,1.0
Popelka,BD-5,0.0
Poppenhagen,PUD KNOCKER SPECIAL,1.0
Porat,RAF-200,0.0
Porter,Mustang II,1.0
Porter,SEAREY,1.0
Porter,STOLP SA-750,1.0
Porter Glen,AVENTURA II,1.0
Porterfield,CP 65,1.0
Porterfield,CP-55,0.0
Porterfield,CP-65,4.0
Porterfield,FP-65,1.0
Porterfield,LP65,1.0
Porterfield,PORTERFIELD FP65,1.0
Portman,RV-7A,1.0
Poser,DM 582 Buckeye,0.0
Poskus,REVELATION,1.0
Potez-air Fouga,CM 170,2.0
Potts,KitFox,0.0
Potts,MA-5,1.0
Poulin L/Cullen D,Lancair Legacy,2.0
Powell,GLASAIR,1.0
Powell,Vans RV-6A,0.0
Powerchute LLC,Airwolf 912ULS,1.0
Powers,BEDE BD-4,0.0
Powers,ROTORWAY EXEC 162,0.0
Powrachute,AIRWOLF,2.0
Powrachute,PC 2000,3.0
Powrachute,Sky Rascal,1.0
Powrachute Corp.,Pegasus 912M,1.0
Powrachute LLC,Airwolf,1.0
Prairie Flyers,TIERRA II,2.0
Praker Thorp,T18C,1.0
Pratt,DOMINATOR,0.0
Pratt,FALCON XP,0.0
Pratt,Ultravia Pelican-PL,0.0
Pratt-read,PRG-1,0.0
Pravecek Lawrence,Varieze,0.0
Preceptor Aircraft,Ultra pup,0.0
Preece,VANS RV-6,0.0
Preiss,Vans RV-9A,2.0
Prell,QUICKIE,0.0
Prendergast,RV-7A,0.0
Prendergast,SEAWIND,0.0
Prescott Aeronautical,Pusher,1.0
Presley,RV-4,0.0
Prest,EAGLE II,0.0
Prevatt,RV-6,2.0
Price,ACRO SPORT II,0.0
Price,BERKUT,0.0
Price,Cuby Acro Trainer,0.0
Price,GLASAIR 1-RG,1.0
Prill,RV-6,2.0
Pringle,Rans S-7 Courer,2.0
Pro Star,PRO TECH,2.0
Pro-built Aviation,KITFOX IV SPEEDSTER,2.0
Probst,Baby Ace D,1.0
Progress Aero R&d,DISCOVERY,1.0
Progressive Aerodyne,SEAREY,7.0
Progressive Aerodyne,Searey,1.0
Progressive Aerodyne Inc.,STINGRAY,0.0
Prospector,FK-1,0.0
Prosser,MONO FLY,0.0
Prout,LONG-EZE,2.0
Prudhomme,VELOCITY RG 173,1.0
Prue Irving Owen,160,1.0
Prue Standard,UNKNOWN,1.0
Pteradactyl,ASCENDER,1.0
Pterodactyl,ASCENDER,3.0
Pterodactyl,ASCENDER II,5.0
Pterodactyl,ASCENDER II+,1.0
Pterodactyl,ASCENDER II+2,1.0
Pterodactyl,ASCENGER II+,1.0
Pterodactyl,FLEDGLING,1.0
Pterodactyl,PFLEDGLING,1.0
Pterodactyl,PTRAVLER,1.0
Pterodactyl/lambert,NONE,1.0
Pugh,LONG-EZ,2.0
Puhl,Genesis,1.0
Pulsar Aircraft Corp.,100,1.0
Purdy,HP-18,0.0
Purvis,Rans S6S,1.0
Purvis/thorpe,T-18,0.0
Pushkar,HORNET,1.0
Pyramid,Aventura II,0.0
Pzl,101,0.0
Pzl,101A,0.0
Pzl,80,0.0
Pzl,KOLIBER -150A,3.0
Pzl,PW-5,1.0
Pzl,PZL-104 WILGA 35A,2.0
Pzl,Wilga 104-80,0.0
Pzl Okecie,PZL104,0.0
Pzl Swidnik,PW-5,1.0
Pzl Warzawa-cnpsl,PZL-104 Wilga 35A,0.0
Pzl Warzawa-okecie,104 Wilga 80,0.0
Pzl Warzawa-okecie,PZL-104 WILGA 80,0.0
Pzl Warzawa-okecie,PZL-104 Wilga 35A,0.0
Pzl-bielsko,JANTAR 2A,0.0
Pzl-bielsko,SZD 50-3,2.0
Pzl-bielsko,SZD-42-2 JANTAR,1.0
Pzl-bielsko,SZD-45A OGAR,1.0
Pzl-bielsko,SZD-48-3,1.0
Pzl-bielsko,SZD-50-3,0.0
Pzl-bielsko,SZD-55-1,0.0
Pzl-bielsko,SZD-59,3.0
Pzl-mielec,104-80,0.0
Pzl-mielec,55-1,2.0
Pzl-mielec,M-18,1.0
Pzl-mielec,M-18A,5.0
Pzl-mielec,M-18A DROMADER,0.0
Pzl-mielec,M-18B,1.0
Pzl-mielec,M-18T,0.0
Pzl-mielec,M18,1.0
Pzl-mielec,MIG-17,1.0
Pzl-mielec,PZL-M-18,2.0
Pzl-okecie,PZL-104 WILGA 80,0.0
Pzl-swidnik,PW-5,0.0
Q-berry,HAWK,0.0
QUAD CITY,CHALLENGER,12.0
QUAD CITY,CHALLENGER - II,1.0
QUAD CITY,CHALLENGER I,0.0
QUAD CITY,CHALLENGER II,2.0
QUAD CITY ULTRALIGHT ACFT CORP,CHALLENGER I,1.0
QUAD CITY ULTRALIGHT ACFT CORP,CHALLENGER II,0.0
QUAD CITY ULTRALIGHT CORP,CHALLENGER II,1.0
QUAD CITY ULTRALIGHTS,CHALLENGER II,2.0
QUARNOCCIO,AVID FLYER,0.0
QUARTZ MOUNTAIN AEROSPACE,L-11E,0.0
QUARTZ MOUNTAIN AEROSPACE INC,11E,0.0
QUASAR ACFT CO LLC,214SL,0.0
QUEST,KODIAC 100,0.0
QUEST,KODIAK,6.0
QUEST,KODIAK 100,1.0
QUEST AIRCRAFT COMPANY LLC,KODIAC 100,6.0
QUEST AIRCRAFT COMPANY LLC,KODIAK 100,2.0
QUEST Aircraft Company,Kodiak,7.0
QUESTAIR INC,VENTURE,0.0
QUICKIE,Q2,0.0
QUICKSILVER,2S,0.0
QUICKSILVER,2S SPORT,0.0
QUICKSILVER,GT 400,1.0
QUICKSILVER,GT-400 R503,0.0
QUICKSILVER,GT400,1.0
QUICKSILVER,GT500,3.0
QUICKSILVER,MX,0.0
QUICKSILVER,MX II Sprint,1.0
QUICKSILVER,MX SPRINT II,0.0
QUICKSILVER,MX-2,1.0
QUICKSILVER,MX2,1.0
QUICKSILVER,MXII,2.0
QUICKSILVER,MXII SPORT,1.0
QUICKSILVER,MXL II,4.0
QUICKSILVER,MXL II SPORT,1.0
QUICKSILVER,MXL II Sport,5.0
QUICKSILVER,MXL SPORT,1.0
QUICKSILVER,MXL Sport II,1.0
QUICKSILVER,SPORT 2S,0.0
QUICKSILVER,SPORT 2S R582,0.0
QUICKSILVER,SPORT IIS,0.0
QUICKSILVER,SPRINT II,2.0
QUICKSILVER,Sport,1.0
QUICKSILVER,Sport 2S,2.0
QUICKSILVER,Sport II,1.0
QUICKSILVER,Sprint II,2.0
QUICKSILVER,UNKNOWN,1.0
QUICKSILVER AIRCRAFT,GT-500,1.0
QUICKSILVER AIRCRAFT CO,SPORT 2S,2.0
QUICKSILVER EIPPER ACFT INC,GT 400,1.0
QUICKSILVER ENTERPRISES INC,MXL II,1.0
QUICKSILVER ENTERPRISES INC,MXL II SPORT,1.0
QUICKSILVER MANUFACTURING INC,SPORT 2S,2.0
QUICKSILVER MANUFACTURING INC,SPORT2S R582,0.0
QUICKSILVER MFG,MXL II SPORT,1.0
Qac,QUICKIE,0.0
Quad City,CHALLENGER,2.0
Quad City,CHALLENGER I,0.0
Quad City,CHALLENGER II,1.0
Quad City,Challenger,1.0
Quad City Aircraft,CHALLENGER II SPECIA,1.0
Quad City Aircraft Corp,Challenger II,3.0
Quad City Ultralight,Challenger II,1.0
Quad City Ultralight Aircraft,CHALLENGER II,1.0
Quad City Ultralight Aircraft,Challenger I,0.0
Quad City Ultralight Aircraft,Challenger II,1.0
Quad City Ultralight Aircraft,Challenger LSS,1.0
"Quad City Ultralight, Llc",Challenger Special,0.0
Quadcity,CHALLENGER I,1.0
Qualline,HATZ CB-1,2.0
Quest,KODIAC 100,1.0
Quest,Kodiak 100,2.0
Quest Ii Walsh Ltd.,AVENTURA II,2.0
Questair,20,1.0
Questair,VENTURE,2.0
"Questair, Inc.",Venture,2.0
Questaire,VENTURE,0.0
Quick Silver,MXII,2.0
Quickie,1,0.0
Quickie,2,0.0
Quickie,200,0.0
Quickie,II,1.0
Quickie,Q-2,1.0
Quickie,Q-200,2.0
Quickie,Q2,5.0
Quickie,Q200,1.0
Quickie,QAC-1,1.0
Quickie,QUICKIE,0.0
Quickie,RISE,0.0
Quickie,TWO,1.0
Quickie,Unknown,1.0
Quickie Aircraft,QUICKIE 1,1.0
Quickie-myers,Q2,0.0
Quicksilver,Challenger II,0.0
Quicksilver,GT-400,1.0
Quicksilver,GT-500,1.0
Quicksilver,MX,3.0
Quicksilver,MX II,3.0
Quicksilver,MX II Sprint,2.0
Quicksilver,MXII,1.0
Quicksilver,MXL,1.0
Quicksilver,MXL II,6.0
Quicksilver,MXL II SPORT,1.0
Quicksilver,MXL II Sport,2.0
Quicksilver,MXL-2,2.0
Quicksilver,MXL2,2.0
Quicksilver,MXLII 101 Sport,1.0
Quicksilver,MXLR II,1.0
Quicksilver,QUICKSILVER MX II,0.0
Quicksilver,SPRINT,1.0
Quicksilver,SPRINT 2,0.0
Quicksilver,Sport 2S,0.0
Quicksilver Aircraft,MX II A-HP,1.0
Quicksilver Aircraft Northeast,Sport,2.0
Quicksilver II,MXLII,2.0
Quicksilver Manufacturing,GT-500,1.0
Quiksilver,MX LII Sport,1.0
Quinn,RV-6A,1.0
Quinn Aviation,EL TOMCAT MK-5A,0.0
Quinn Aviation Inc.,E L Tom Cat MK-5A,0.0
Quist,Kitfox,0.0
"Quitzau, Carl",Vortex,1.0
R&k Special,01,1.0
R. I. Woods,Bushby Mustang II,0.0
R. J. Mcnaul,BEAVER RX-550,1.0
R. James Thorne,Nieuport 12,0.0
R. W. Switzer,RV-4,0.0
R.d. Bell/pietenpol,AIRCAMPER,0.0
R.m. Bishop,AERO SPEC 2150,0.0
R.o. And D.o Hewitt,KITFOX IV-1200,2.0
R.p. Williams,ACRO SPORT II,1.0
R.w. Sherman,TURBULENT,1.0
RADDATZ STEVE,RV 8,0.0
RADFORD,RV-6,1.0
RADFORD DARREL F,CHRISTEN EAGLE II,0.0
RADLEY VINCENT,QUICKSILVER SPORT 2S,1.0
RAF,SE5A,0.0
RAGONESE TIM,VELOCITY,0.0
RAINBOW AIRCRAFT (PTY) LTD,AEROTRIKE,2.0
RAINBOW AIRCRAFT PTY LTD,COBRA,1.0
RAINBOW SKY REACH (PTY) LTD,BUSHCAT,1.0
RALPH,MARINE DEVIL DOG,0.0
RAMMEL THOMAS W,SEAREY,1.0
RAND ROBINSON,KR2,1.0
RANDAL C REIMER,GLASTAR,2.0
RANDALL AMANDA,Rotorway,0.0
RANDALL MARVIN L,VANS RV 3A,0.0
RANDALL W GRANDPRE,CH-701 ZENITH,1.0
RANS,COYOTE II S6,2.0
RANS,COYOTE S 4,1.0
RANS,RV 12,0.0
RANS,S 12XL,0.0
RANS,S 5,1.0
RANS,S-12,2.0
RANS,S-12 XL AIRAILE,1.0
RANS,S-14,1.0
RANS,S-16,0.0
RANS,S-17,1.0
RANS,S-4 Coyote I,0.0
RANS,S-7,2.0
RANS,S12,12.0
RANS,S12XL,2.0
RANS,S17,1.0
RANS,S18,2.0
RANS,S20,1.0
RANS,S21,1.0
RANS,S5 COYOTE,1.0
RANS,S6,9.0
RANS,S6 - ES,2.0
RANS,S6-ES,2.0
RANS,S6-ESD,0.0
RANS,S7,0.0
RANS,S9,1.0
RANS AIRCRAFT,S 6S,2.0
RANS DESIGNS INC,S-7LS,0.0
RANS EMPLOYEE FLYING CLUB,RANS S 6S,2.0
RANS EMPLOYEE FLYING CLUB,RANS S-6S,2.0
RANS INC,S-16 SHEKARI,1.0
RANS INC,S-6,2.0
RANS S-12,Airaile,2.0
RARDIN WILLIAM I,KITFOX III,0.0
RATCLIFFE JOHN A,KOLB MARK3X,1.0
RATHEON AIRCRAFT COMPANY,A36,0.0
RATTE JAMES,AVENTURA II,1.0
RAUCH,RV-3,1.0
RAUDENBUSH ERNIE,LANCAIR SUPER ES,1.0
RAVEN AIRCRAFT CORPPRATION,RAVEN,2.0
RAVEN INDUSTRIES INC,S-66A,3.0
RAVIRAJ MOHIL,CCX-2000,0.0
RAY E ROBERTS,KITFOX V VIXEN,1.0
RAY EARL D,FLIGHTSTAR IISC,1.0
RAYMON A. KING,SUPER CUB REPLICA,1.0
RAYMOND Z BROWN,CONDOR,1.0
RAYTHEON,390,2.0
RAYTHEON,400A,0.0
RAYTHEON,58,0.0
RAYTHEON,A36,1.0
RAYTHEON,B-350,14.0
RAYTHEON,B200,5.0
RAYTHEON,COBRA,0.0
RAYTHEON,G36,1.0
RAYTHEON,HAWKER,9.0
RAYTHEON AIRCRAFT COMPANY,390,2.0
RAYTHEON AIRCRAFT COMPANY,400A,2.0
RAYTHEON AIRCRAFT COMPANY,58,11.0
RAYTHEON AIRCRAFT COMPANY,A36,22.0
RAYTHEON AIRCRAFT COMPANY,B200,1.0
RAYTHEON AIRCRAFT COMPANY,B300,0.0
RAYTHEON AIRCRAFT COMPANY,B36TC,3.0
RAYTHEON AIRCRAFT COMPANY,BE-400A,0.0
RAYTHEON AIRCRAFT COMPANY,C90A,8.0
RAYTHEON AIRCRAFT COMPANY,C90GT,1.0
RAYTHEON AIRCRAFT COMPANY,G36,15.0
RAYTHEON AIRCRAFT COMPANY,HAWKER,0.0
RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,0.0
RAYTHEON COMPANY,COBRA,0.0
RAYTHEON CORPORATE JETS INC,BAE 125 800,0.0
REARWIN,8135,0.0
REDD TOM,QUICKSILVER GT 400,1.0
REED,GLASAIR III SH-3R,2.0
REED RODERICK,KB3 GYROPLANE,1.0
REED WILLIAM A,KITFOX 4,1.0
REFLING,RV8,0.0
REHN,KITFOX IV,2.0
REICH,GLASTAR,0.0
REILLY CHARLES W,ESCAPADE,2.0
REIMS,406,0.0
REIMS,CESSNA FR172,2.0
REIMS,F172,5.0
REIMS AVIATION S.A.,F150 M,0.0
REIMS AVIATION SA,CESSNA F150L,0.0
REIMS AVIATION SA,CESSNA F172N,0.0
REIMS-CESSNA,F150,2.0
REIMUS,Sonex FR1,1.0
REINBOLDT RICHARD A,CHALLENGER II,2.0
REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,5.0
REMOS AIRCRAFT GMBH,G 3/600,0.0
REMOS AIRCRAFT GMBH,G-3/600,0.0
REMOS AIRCRAFT GMBH,Gemini Remos,1.0
REMOS AIRCRAFT GMBH,REMOS G-3/,0.0
REMOS AIRCRAFT GMBH,REMOS G-3/600,2.0
REMOS AIRCRAFT GMBH,REMOS GX,2.0
REMOS AIRCRAFT GMBH FLUGZEUGBA,GX,0.0
REMPE,KITFOX,1.0
RENDER,RV 9A,2.0
RENNICKE MIDGET MUSTA,MM1,0.0
REPLOGLE,LANCAIR 360,2.0
REPUBLIC,P 47D,1.0
REPUBLIC,RC 3,2.0
REPUBLIC,RC-3,4.0
REPUBLIC,RC3,2.0
REUPERT MARK,AVID FLYER,2.0
REWEY WILLIAM M,CH 801,0.0
REims,F152,1.0
RGJ AVIATION LLC,JOHNSON AIR CAM,2.0
RHINEHART,Stolp SDTR TOO SA300,2.0
RICE,GN-1 AIR CAMPIER,1.0
RICE,KR-2,1.0
RICE LEO B,KITFOX SERIES 5,0.0
RICH HARRY A,WOODSTOCK I,1.0
RICHARD,CHALLENGER II,2.0
RICHARD B CARPENTER,AR-1,0.0
RICHARD FUIST,ROTORWAY TALON,1.0
RICHARD LACOURSE,WHEELER EXPRESS,2.0
RICHARD S CARPENTER,STOL CH 750,0.0
RICHARD S DUNCAN,AVID FLYER,2.0
RICHARDS HEAVYLIFT HELO INC,UH-1H,0.0
RICHARDSON ANDREW P,RICHARDSON-75,1.0
RICHMOND JIM R,CCK-1865,0.0
RIDGE LOWELL H,Jabiru J230,0.0
RIFFEL JERRIS L,RV-7A,1.0
RIGGS KENNETH W,T BIRD II,2.0
RISHER JIMMY E,VANS AIRCRAFT RV-8,0.0
RISTINE,AVID MARK IV,0.0
RITTAL ALFRED TIMOTHY,GLASTAR,1.0
RITTER JOHN I,S D S C,0.0
RIVERS LINDSEY LEE,VANS RV6A,2.0
RIVERS WILLIAM J,KR-2,1.0
RIchard Silva,Seawind,0.0
RIchards Heavylift,UH-1H,0.0
ROACH NEIL,GLASAIR SU,0.0
ROBERT A MILLER,MURPHY REBEL ELITE,0.0
ROBERT C. HANSON,PITTS S2E,1.0
ROBERT E BOUNDS,BOUNDS BEARCOUPE,2.0
ROBERT FITTS,FITTS CUB,0.0
ROBERT GOLDING,TBIRDII,2.0
ROBERT HAMBLIN,AUTOGYRO GMBH CAVALO,2.0
ROBERT J REIMBOLD,ZENITH CH 750,0.0
ROBERT L Coons,RotorWay RW 1,1.0
ROBERT M. JONES,ZENITH CH 701,0.0
ROBERT MILES,Smith Trike,1.0
ROBERT SNYDER,AUTOGYRO CALIDUS,1.0
ROBERT TREMBLY,JA20 HIGHLANDER,1.0
ROBERTS,SUPER BEAR,1.0
ROBERTS ALAN W,KITFOX II,0.0
ROBERTS BRUCE W,VANS AIRCRAFT RV 9A,2.0
ROBERTSON,VELOCITY,1.0
ROBERTSON JAMES F,VELOCITY STD/RG E,1.0
ROBIDOUX LIONEL,WITTMAN W 10,0.0
ROBIN,D140,5.0
ROBIN,DR-400,0.0
ROBIN,DR400,2.0
ROBIN,DR400/180R,0.0
ROBINSON,R-22 BETA II,0.0
ROBINSON,R-44,11.0
ROBINSON,R22,58.0
ROBINSON,R22 - ALPHA,0.0
ROBINSON,R22 - BETA,7.0
ROBINSON,R22 - UNDESIGNAT,0.0
ROBINSON,R22 BETA,1.0
ROBINSON,R22 BETA II,2.0
ROBINSON,R22 Beta,5.0
ROBINSON,R22 Beta II,1.0
ROBINSON,R22B,2.0
ROBINSON,R44,244.0
ROBINSON,R44 - II,20.0
ROBINSON,R44 - UNDESIGNAT,1.0
ROBINSON,R44 II,19.0
ROBINSON,R44 Raven I,1.0
ROBINSON,R66,50.0
ROBINSON,Unknown,4.0
ROBINSON HELICOPTER,R-22,0.0
ROBINSON HELICOPTER,R22,10.0
ROBINSON HELICOPTER,R22 ALPHA,0.0
ROBINSON HELICOPTER,R22 BETA,79.0
ROBINSON HELICOPTER,R22 BETA II,5.0
ROBINSON HELICOPTER,R22 Beta II,0.0
ROBINSON HELICOPTER,R44,67.0
ROBINSON HELICOPTER,R44 Clipper 1,0.0
ROBINSON HELICOPTER,R44 II,4.0
ROBINSON HELICOPTER CO,R22 BETA,3.0
ROBINSON HELICOPTER CO,R44 II,0.0
ROBINSON HELICOPTER CO,R66,13.0
ROBINSON HELICOPTER CO INC,ROBINSON R44 II,2.0
ROBINSON HELICOPTER COMPANY,R 44,4.0
ROBINSON HELICOPTER COMPANY,R-44 II,0.0
ROBINSON HELICOPTER COMPANY,R22,11.0
ROBINSON HELICOPTER COMPANY,R22 MARINE,0.0
ROBINSON HELICOPTER COMPANY,R22 MARINER,3.0
ROBINSON HELICOPTER COMPANY,R44,7.0
ROBINSON HELICOPTER COMPANY,R44 II,120.0
ROBINSON HELICOPTER COMPANY,ROBINSON R44 II,0.0
ROBINSON MICHAEL E,COZY MARK IV,1.0
ROBINSON STEWART J,BEARHAWK,0.0
ROCCI MARTIGNONI,JA30 SUPERSTOL,0.0
ROCKWELL,112,6.0
ROCKWELL,112A,0.0
ROCKWELL,112TCA,0.0
ROCKWELL,114,1.0
ROCKWELL,681,0.0
ROCKWELL,690,8.0
ROCKWELL,690B,2.0
ROCKWELL,690C,0.0
ROCKWELL,695,3.0
ROCKWELL,COMMANDER,0.0
ROCKWELL,NA-265-65,0.0
ROCKWELL,S-2R,0.0
ROCKWELL,S2R,2.0
ROCKWELL COMMANDER,114,4.0
ROCKWELL INTERNATIONAL,112,2.0
ROCKWELL INTERNATIONAL,112A,3.0
ROCKWELL INTERNATIONAL,112TC,0.0
ROCKWELL INTERNATIONAL,112TCA,2.0
ROCKWELL INTERNATIONAL,114,0.0
ROCKWELL INTERNATIONAL,114A,0.0
ROCKWELL INTERNATIONAL,500 S,0.0
ROCKWELL INTERNATIONAL,500-S,0.0
ROCKWELL INTERNATIONAL,690A,1.0
ROCKWELL INTERNATIONAL,690B,10.0
ROCKWELL INTERNATIONAL,690C,0.0
ROCKWELL INTERNATIONAL,700,1.0
ROCKWELL INTERNATIONAL,S 2R,2.0
ROCKWELL INTERNATIONAL,S-2R,4.0
ROCKWELL INTERNATIONAL,S2R,1.0
ROE CLEO,WITTMAN TAILWIND W10,1.0
ROETMAN RYLAND K JR,EAGLE,1.0
